500.000000 	 0     	    2.75403959703832048461e-03 
500.000000 	 1     	    8.43405688008976722747e-02 
500.000000 	 2     	    3.09918432155361467384e-01 
500.000000 	 3     	    5.13910694863123240772e-01 
500.000000 	 4     	    5.88077839466290885895e-01 
500.000000 	 5     	    6.06635645080040197819e-01 
500.000000 	 6     	    6.11265343133645666640e-01 
500.000000 	 7     	    6.12632199093762208619e-01 
500.000000 	 8     	    6.13033404909286039342e-01 
500.000000 	 9     	    6.13181914016403206702e-01 
500.000000 	 10    	    6.13368755268219989496e-01 
500.000000 	 11    	    6.13817579818820902027e-01 
500.000000 	 12    	    6.18668590227762216216e-01 
500.000000 	 13    	    6.62152940195309902549e-01 
500.000000 	 14    	    7.61319923505160423005e-01 
500.000000 	 15    	    8.44193217024267306137e-01 
500.000000 	 16    	    9.15493611690211150922e-01 
500.000000 	 17    	    9.71798853687342090168e-01 
500.000000 	 18    	    9.86157661346689584647e-01 
500.000000 	 19    	    9.90836589229970754467e-01 
500.000000 	 20    	    9.91831699079637418848e-01 
500.000000 	 21    	    9.92026184972016666919e-01 
500.000000 	 22    	    9.92079704252622818217e-01 
500.000000 	 23    	    9.92088976603742289662e-01 
500.000000 	 24    	    9.92090150160908623711e-01 
500.000000 	 25    	    9.92090875899340640665e-01 
500.000000 	 26    	    9.92091032510956205570e-01 
500.000000 	 27    	    9.92091601791065036409e-01 
500.000000 	 28    	    9.92097287058521293268e-01 
500.000000 	 29    	    9.92156343080541458512e-01 
500.000000 	 30    	    9.92236330586231951578e-01 
500.000000 	 31    	    9.92275989205874453525e-01 
500.000000 	 32    	    9.92360686083462173457e-01 
500.000000 	 33    	    9.92510894414150413034e-01 
500.000000 	 34    	    9.93122935569468623385e-01 
500.000000 	 35    	    9.95114671866010103152e-01 
500.000000 	 36    	    9.96806434187096024324e-01 
500.000000 	 37    	    9.98337066333844114219e-01 
500.000000 	 38    	    9.99771418982871695746e-01 
500.000000 	 39    	    9.99965812383678875896e-01 
500.000000 	 40    	    9.99974028447509599715e-01 
500.000000 	 41    	    9.99976071295012980400e-01 
500.000000 	 42    	    9.99976551474696107036e-01 
500.000000 	 43    	    9.99976626066503948564e-01 
500.000000 	 44    	    9.99976651507408220709e-01 
500.000000 	 45    	    9.99976668684319891511e-01 
500.000000 	 46    	    9.99976677835353044976e-01 
500.000000 	 47    	    9.99976697111769508020e-01 
500.000000 	 48    	    9.99976747152458211865e-01 
500.000000 	 49    	    9.99976962879326025657e-01 
500.000000 	 50    	    9.99978908950070244366e-01 
500.000000 	 51    	    9.99985044014328305906e-01 
500.000000 	 52    	    9.99989854636016639589e-01 
500.000000 	 53    	    9.99995761737807464797e-01 
500.000000 	 54    	    9.99999222692386280364e-01 
500.000000 	 55    	    9.99999741125065400027e-01 
500.000000 	 56    	    9.99999773878112563352e-01 
500.000000 	 57    	    9.99999780268564175678e-01 
500.000000 	 58    	    9.99999782478539822606e-01 
500.000000 	 59    	    9.99999783115361640107e-01 
500.000000 	 60    	    9.99999783243319395609e-01 
500.000000 	 61    	    9.99999783277457088282e-01 
500.000000 	 62    	    9.99999783325293045699e-01 
500.000000 	 63    	    9.99999783460462143836e-01 
500.000000 	 64    	    9.99999783922866258834e-01 
500.000000 	 65    	    9.99999785822674347457e-01 
500.000000 	 66    	    9.99999793369635292528e-01 
500.000000 	 67    	    9.99999802645842872373e-01 
500.000000 	 68    	    9.99999816866494417589e-01 
500.000000 	 69    	    9.99999847926869467329e-01 
500.000000 	 70    	    9.99999892452138494647e-01 
