y,u,mut,k,eps,v2,nuSA,T,alphat,epst,kt,om,fv2
1.7462252162,0.9306426709,0.0025913260,0.0128867548,0.0021883508,0.0023863741,0.0002892244,0.2896043756,0.0000000000,0.0003191259,0.0015887553,1.0000000000,0.1945036781
1.7576735710,0.9204903609,0.0024686799,0.0131793447,0.0023167172,0.0023492136,0.0002882068,0.2864566161,0.0000000000,0.0003305623,0.0015960169,1.0000000000,0.1935885713
1.7686998906,0.9101361511,0.0023479085,0.0134688478,0.0024510642,0.0023089309,0.0002872267,0.2832797189,0.0000000000,0.0003427341,0.0016051487,1.0000000000,0.1924911142
1.7793139285,0.8995747501,0.0022292474,0.0137546395,0.0025915393,0.0022656330,0.0002862832,0.2800682106,0.0000000000,0.0003556674,0.0016160941,1.0000000000,0.1912107174
1.7895257240,0.8888002244,0.0021129215,0.0140360162,0.0027382635,0.0022194398,0.0002853755,0.2768164809,0.0000000000,0.0003693866,0.0016287862,1.0000000000,0.1897474618
1.7993455473,0.8778060219,0.0019991423,0.0143121853,0.0028913238,0.0021704827,0.0002845026,0.2735187671,0.0000000000,0.0003839135,0.0016431457,1.0000000000,0.1881020917
1.8087838469,0.8665849970,0.0018881057,0.0145822537,0.0030507648,0.0021189036,0.0002836637,0.2701691393,0.0000000000,0.0003992663,0.0016590783,1.0000000000,0.1862760045
1.8178512012,0.8551294389,0.0017799906,0.0148452165,0.0032165782,0.0020648536,0.0002828577,0.2667614852,0.0000000000,0.0004154585,0.0016764718,1.0000000000,0.1842712373
1.8265582733,0.8434311034,0.0016749576,0.0150999457,0.0033886920,0.0020084925,0.0002820837,0.2632894977,0.0000000000,0.0004324974,0.0016951931,1.0000000000,0.1820904501
1.8349157693,0.8314812495,0.0015731482,0.0153451782,0.0035669574,0.0019499875,0.0002813408,0.2597466626,0.0000000000,0.0004503821,0.0017150840,1.0000000000,0.1797369077
1.8429344002,0.8192706819,0.0014746841,0.0155795046,0.0037511348,0.0018895128,0.0002806281,0.2561262507,0.0000000000,0.0004691019,0.0017359576,1.0000000000,0.1772144581
1.8506248471,0.8067898022,0.0013796674,0.0158013578,0.0039408780,0.0018272483,0.0002799445,0.2524213129,0.0000000000,0.0004886336,0.0017575937,1.0000000000,0.1745275105
1.8579977295,0.7940286680,0.0012881802,0.0160090030,0.0041357170,0.0017633796,0.0002792891,0.2486246813,0.0000000000,0.0005089387,0.0017797340,1.0000000000,0.1716810115
1.8650635767,0.7809770642,0.0012002854,0.0162005281,0.0043350399,0.0016980970,0.0002786610,0.2447289778,0.0000000000,0.0005299607,0.0018020773,1.0000000000,0.1686804209
1.8718328026,0.7676245870,0.0011160268,0.0163738372,0.0045380739,0.0016315950,0.0002780593,0.2407266323,0.0000000000,0.0005516212,0.0018242740,1.0000000000,0.1655316866
