y,u,mut,k,eps,v2,nuSA,T,alphat,epst,kt,om,fv2
1.8718328026,0.7987766926,0.0015034853,0.1000000000,0.0010000000,0.0666666667,0.0027230079,0.2603208931,0.0015526258,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8783156825,0.7878779424,0.0013866174,0.1000000000,0.0010000000,0.0666666667,0.0026145406,0.2567236615,0.0014184781,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8845223335,0.7766135382,0.0012723012,0.1000000000,0.0010000000,0.0666666667,0.0025079775,0.2529981706,0.0012878013,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8904626966,0.7649393558,0.0011610661,0.1000000000,0.0010000000,0.0666666667,0.0024033956,0.2491249736,0.0011612753,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8961465220,0.7528070497,0.0010534537,0.1000000000,0.0010000000,0.0666666667,0.0023008617,0.2450825353,0.0010395986,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9015833556,0.7401642355,0.0009500043,0.1000000000,0.0010000000,0.0666666667,0.0022004336,0.2408472465,0.0009234703,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9067825285,0.7269549507,0.0008512407,0.1000000000,0.0010000000,0.0666666667,0.0021021612,0.2363936029,0.0008135685,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9117531477,0.7131204975,0.0007576496,0.1000000000,0.0010000000,0.0666666667,0.0020060881,0.2316946350,0.0007105245,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9165040890,0.6986007826,0.0006696630,0.1000000000,0.0010000000,0.0666666667,0.0019122529,0.2267226955,0.0006148946,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9210439915,0.6833362731,0.0005876395,0.1000000000,0.0010000000,0.0666666667,0.0018206910,0.2214507217,0.0005271297,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9253812529,0.6672706683,0.0005118479,0.1000000000,0.0010000000,0.0666666667,0.0017314364,0.2158540727,0.0004475472,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9295240269,0.6503543373,0.0004424551,0.1000000000,0.0010000000,0.0666666667,0.0016445227,0.2099129698,0.0003763046,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9334802217,0.6325484806,0.0003795184,0.1000000000,0.0010000000,0.0666666667,0.0015599847,0.2036154294,0.0003133817,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9372574991,0.6138298355,0.0003229847,0.1000000000,0.0010000000,0.0666666667,0.0014778590,0.1969603623,0.0002585710,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9408632750,0.5941955685,0.0002726954,0.1000000000,0.0010000000,0.0666666667,0.0013981843,0.1899602760,0.0002114844,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9443047207,0.5736678128,0.0002283971,0.1000000000,0.0010000000,0.0666666667,0.0013210007,0.1826428693,0.0001715734,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9475887648,0.5522971581,0.0001897570,0.1000000000,0.0010000000,0.0666666667,0.0012463480,0.1750508905,0.0001381673,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9507220961,0.5301643472,0.0001563804,0.1000000000,0.0010000000,0.0666666667,0.0011742634,0.1672400004,0.0001105205,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9537111666,0.5073795454,0.0001278293,0.1000000000,0.0010000000,0.0666666667,0.0011047777,0.1592749359,0.0000878649,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9565621954,0.4840788491,0.0001036407,0.1000000000,0.0010000000,0.0666666667,0.0010379128,0.1512247383,0.0000694550,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9592811732,0.4604181624,0.0000833428,0.1000000000,0.0010000000,0.0666666667,0.0009736776,0.1431579787,0.0000546021,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9618738665,0.4365650923,0.0000664694,0.1000000000,0.0010000000,0.0666666667,0.0009120666,0.1351387447,0.0000426927,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9643458227,0.4126899165,0.0000525724,0.1000000000,0.0010000000,0.0666666667,0.0008530582,0.1272238090,0.0000331961,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9667023755,0.3889568388,0.0000412310,0.1000000000,0.0010000000,0.0666666667,0.0007966153,0.1194610527,0.0000256621,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9689486499,0.3655166038,0.0000320582,0.1000000000,0.0010000000,0.0666666667,0.0007426868,0.1118889812,0.0000197149,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9710895681,0.3425011694,0.0000247055,0.1000000000,0.0010000000,0.0666666667,0.0006912097,0.1045370483,0.0000150443,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9731298548,0.3200206776,0.0000188641,0.1000000000,0.0010000000,0.0666666667,0.0006421114,0.0974264962,0.0000113960,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9750740433,0.2981625582,0.0000142651,0.1000000000,0.0010000000,0.0666666667,0.0005953125,0.0905714577,0.0000085629,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9769264814,0.2769923354,0.0000106771,0.1000000000,0.0010000000,0.0666666667,0.0005507291,0.0839801358,0.0000063770,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9786913367,0.2565556056,0.0000079043,0.1000000000,0.0010000000,0.0666666667,0.0005082742,0.0776559414,0.0000047024,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9803726030,0.2368806714,0.0000057826,0.1000000000,0.0010000000,0.0666666667,0.0004678603,0.0715985207,0.0000034298,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9819741058,0.2179814142,0.0000041759,0.1000000000,0.0010000000,0.0666666667,0.0004293995,0.0658046428,0.0000024711,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9834995080,0.1998601054,0.0000029728,0.1000000000,0.0010000000,0.0666666667,0.0003928054,0.0602689413,0.0000017561,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9849523159,0.1825099717,0.0000020828,0.1000000000,0.0010000000,0.0666666667,0.0003579932,0.0549845181,0.0000012288,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9863358846,0.1659174217,0.0000014333,0.1000000000,0.0010000000,0.0666666667,0.0003248804,0.0499434243,0.0000008448,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9876534236,0.1500639054,0.0000009663,0.1000000000,0.0010000000,0.0666666667,0.0002933869,0.0451370365,0.0000005692,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9889080021,0.1349274206,0.0000006362,0.1000000000,0.0010000000,0.0666666667,0.0002634355,0.0405563453,0.0000003746,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9901025543,0.1204837020,0.0000004074,0.1000000000,0.0010000000,0.0666666667,0.0002349520,0.0361921733,0.0000002398,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9912398850,0.1067071392,0.0000002525,0.1000000000,0.0010000000,0.0666666667,0.0002078649,0.0320353368,0.0000001486,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9923226740,0.0935714703,0.0000001503,0.1000000000,0.0010000000,0.0666666667,0.0001821057,0.0280767625,0.0000000884,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9933534817,0.0810502947,0.0000000852,0.1000000000,0.0010000000,0.0666666667,0.0001576087,0.0243075707,0.0000000501,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9943347532,0.0691174448,0.0000000454,0.1000000000,0.0010000000,0.0666666667,0.0001343107,0.0207191312,0.0000000267,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9952688237,0.0577472476,0.0000000223,0.1000000000,0.0010000000,0.0666666667,0.0001121515,0.0173031009,0.0000000131,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9961579223,0.0469147025,0.0000000098,0.1000000000,0.0010000000,0.0666666667,0.0000910729,0.0140514450,0.0000000057,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9970041770,0.0365955978,0.0000000036,0.1000000000,0.0010000000,0.0666666667,0.0000710192,0.0109564485,0.0000000021,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9978096186,0.0267665802,0.0000000010,0.1000000000,0.0010000000,0.0666666667,0.0000519364,0.0080107197,0.0000000006,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9985761848,0.0174051913,0.0000000002,0.1000000000,0.0010000000,0.0666666667,0.0000337726,0.0052071881,0.0000000001,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9993057241,0.0084898803,0.0000000000,0.1000000000,0.0010000000,0.0666666667,0.0000164770,0.0025390978,0.0000000000,0.0010000000,0.1000000000,1.0000000000,0.0000000000
2.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010000000,0.1000000000,1.0000000000,0.0000000000
