y,u,mut,k,eps,v2,nuSA,T,alphat,epst,kt,om,fv2
1.8718328026,13.2193396504,0.0241254283,4.6708225359,25.6420239988,0.0666666667,0.0057929022,0.2234979722,0.0268060314,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8783156825,12.9972124281,0.0223478679,4.6865095825,26.8977179813,0.0666666667,0.0057808969,0.2196482054,0.0248309643,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8845223335,12.7693814484,0.0206381212,4.6936627775,28.1912624597,0.0666666667,0.0057694031,0.2157198303,0.0229312458,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8904626966,12.5355040120,0.0189977941,4.6914322419,29.5184821881,0.0666666667,0.0057584024,0.2117061557,0.0211086601,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.8961465220,12.2952213143,0.0174282465,4.6789169634,30.8736689174,0.0666666667,0.0057478768,0.2076001989,0.0193647184,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9015833556,12.0481614955,0.0159306092,4.6551731164,32.2492854784,0.0666666667,0.0057378086,0.2033947208,0.0177006768,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9067825285,11.7939441840,0.0145057961,4.6192273023,33.6356508589,0.0666666667,0.0057281805,0.1990822849,0.0161175513,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9117531477,11.5321869523,0.0131545156,4.5700960914,35.0206226237,0.0666666667,0.0057189757,0.1946553469,0.0146161285,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9165040890,11.2625141741,0.0118772768,4.5068133824,36.3893027908,0.0666666667,0.0057101776,0.1901063836,0.0131969742,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9210439915,10.9845688266,0.0106743929,4.4284671107,37.7238056401,0.0666666667,0.0057017704,0.1854280714,0.0118604365,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9253812529,10.6980277956,0.0095459795,4.3342466162,39.0031403913,0.0666666667,0.0056937384,0.1806135254,0.0106066439,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9295240269,10.4026211909,0.0084919481,4.2235014024,40.2032767015,0.0666666667,0.0056860666,0.1756566106,0.0094354979,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9334802217,10.0981560045,0.0075119926,4.0958109162,41.2974733679,0.0666666667,0.0056787403,0.1705523330,0.0083466585,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9372574991,9.7845440939,0.0066055686,3.9510632149,42.2569552846,0.0666666667,0.0056717454,0.1652973162,0.0073395206,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9408632750,9.4618338935,0.0057718643,3.7895378904,43.0520132945,0.0666666667,0.0056650680,0.1598903575,0.0064131825,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9443047207,9.1302443967,0.0050097642,3.6119855311,43.6535677013,0.0666666667,0.0056586950,0.1543330452,0.0055664047,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9475887648,8.7901988518,0.0043178057,3.4196927560,44.0351720102,0.0666666667,0.0056526134,0.1486303966,0.0047975619,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9507220961,8.4423543923,0.0036941332,3.2145193261,44.1753384354,0.0666666667,0.0056468109,0.1427914559,0.0041045924,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9537111666,8.0876227657,0.0031364549,2.9988932560,44.0599523815,0.0666666667,0.0056412756,0.1368297646,0.0034849499,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9565621954,7.7271768464,0.0026420117,2.7757525129,43.6844370504,0.0666666667,0.0056359959,0.1307636047,0.0029355685,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9592811732,7.3624381978,0.0022075654,2.5484285678,43.0552724497,0.0666666667,0.0056309608,0.1246159163,0.0024528504,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9618738665,6.9950428844,0.0018294166,2.3204772435,42.1905064995,0.0666666667,0.0056261595,0.1184138199,0.0020326851,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9643458227,6.6267859623,0.0015034562,2.0954737919,41.1190387844,0.0666666667,0.0056215818,0.1121877286,0.0016705069,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9667023755,6.2595489620,0.0012252524,1.8767984505,39.8786724689,0.0666666667,0.0056172178,0.1059701081,0.0013613916,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9689486499,5.8952182350,0.0009901686,1.6674424109,38.5130064617,0.0666666667,0.0056130581,0.0997940158,0.0011001873,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9710895681,5.5356042379,0.0007935080,1.4698603214,37.0669151125,0.0666666667,0.0056090934,0.0936916029,0.0008816756,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9731298548,5.1823713526,0.0006306574,1.2858844971,35.5809056638,0.0666666667,0.0056053151,0.0876927659,0.0007007304,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9750740433,4.8369840731,0.0004971790,1.1167021711,34.0871636033,0.0666666667,0.0056017147,0.0818240713,0.0005524211,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9769264814,4.5006713025,0.0003888599,0.9628875423,32.6099105414,0.0666666667,0.0055982843,0.0761080056,0.0004320665,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9786913367,4.1744092451,0.0003017687,0.8244763573,31.1684104888,0.0666666667,0.0055950160,0.0705625724,0.0003352985,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9803726030,3.8589227494,0.0002323312,0.7010679334,29.7792728029,0.0666666667,0.0055919026,0.0652012465,0.0002581457,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9819741058,3.5547024675,0.0001773919,0.5919376688,28.4569358515,0.0666666667,0.0055889368,0.0600332396,0.0001971021,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9834995080,3.2620326264,0.0001342372,0.4961448696,27.2131665483,0.0666666667,0.0055861120,0.0550639820,0.0001491525,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9849523159,2.9810236664,0.0001005808,0.4126257802,26.0565583889,0.0666666667,0.0055834216,0.0502957083,0.0001117564,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9863358846,2.7116452010,0.0000745256,0.3402673583,24.9924325586,0.0666666667,0.0055808595,0.0457280595,0.0000828062,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9876534236,2.4537564770,0.0000545154,0.2779616174,24.0231184624,0.0666666667,0.0055784196,0.0413586450,0.0000605727,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9889080021,2.2071329548,0.0000392845,0.2246428163,23.1484480355,0.0666666667,0.0055760963,0.0371835346,0.0000436495,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9901025543,1.9714886029,0.0000278100,0.1793107582,22.3663116483,0.0666666667,0.0055738842,0.0331976729,0.0000309000,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9912398850,1.7464940580,0.0000192701,0.1410435454,21.6731797044,0.0666666667,0.0055717780,0.0293952165,0.0000214113,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9923226740,1.5317910833,0.0000130073,0.1090027529,21.0645440097,0.0666666667,0.0055697728,0.0257698023,0.0000144526,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9933534817,1.3270038626,0.0000084975,0.0824334347,20.5352651499,0.0666666667,0.0055678639,0.0223147563,0.0000094417,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9943347532,1.1317476745,0.0000053245,0.0606608157,20.0798287611,0.0666666667,0.0055660468,0.0190232539,0.0000059161,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9952688237,0.9456354506,0.0000031584,0.0430850284,19.6925195962,0.0666666667,0.0055643170,0.0158884391,0.0000035094,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9961579223,0.7682826522,0.0000017386,0.0291748502,19.3675212248,0.0666666667,0.0055626705,0.0129035141,0.0000019318,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9970041770,0.5993108333,0.0000008595,0.0184610884,19.0989418983,0.0666666667,0.0055611034,0.0100618029,0.0000009550,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9978096186,0.4383501876,0.0000003594,0.0105300265,18.8807496655,0.0666666667,0.0055596118,0.0073567966,0.0000003993,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9985761848,0.2850413180,0.0000001117,0.0050171811,18.7065551162,0.0666666667,0.0055581923,0.0047821844,0.0000001241,0.0010000000,0.1000000000,1.0000000000,0.0000000000
1.9993057241,0.1390364165,0.0000000175,0.0016014949,18.5690372933,0.0666666667,0.0055568413,0.0023318732,0.0000000194,0.0010000000,0.1000000000,1.0000000000,0.0000000000
2.0000000000,0.0000000000,0.0000000000,0.0000000000,18.4581818132,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010000000,0.1000000000,1.0000000000,0.0000000000
