ReTau,MaCent,utau,expMu
547.45942274373874,3.4,5.0909281419720474E-002,0.75

ust,yst
-0.0007702175093587864,0.0
0.6461083849818079,0.6464024326742519
1.3436335800799963,1.3486118914956602
2.0956238881201426,2.1113652548725956
2.902541674429676,2.9397867604458963
3.7618454538289496,3.8394170123834988
4.666136068641771,4.816243669145459
5.602842032928086,5.876733813288804
6.555414519344751,7.027867981653854
7.505049305655053,8.277175805621289
8.432770627418217,9.632773176190739
9.321635688813142,11.103400806451257
10.159138085942091,12.698464013552623
10.936082706757732,14.42807348242901
11.648375523081205,16.30308670309013
12.295015986264634,18.335149691060654
12.877944876404204,20.53673850529393
13.400899669165943,22.921199968419682
13.868770434444203,25.502790869449004
14.287092012380352,28.296714788158774
14.661709406139966,31.319155522758354
14.998460790607838,34.58730592796587
15.30304734980405,38.11939077979987
15.580899502272239,41.93468207753417
15.836914773459947,46.05350497477322
16.07563081103701,50.497232304221
16.301039246189795,55.288265429848316
16.516348904294,60.4499989332125
16.7243578252912,66.00676642740197
16.927609377522142,71.9837646048746
17.128398646147307,78.4069524797055
17.328785744120356,85.30292269895118
17.529642697528175,92.69874179365888
17.73109855263772,100.62175634215966
17.93393420539054,109.09936225385958
18.13878023740973,118.15873477957619
18.34610805768635,127.82651744363635
18.55537503185522,138.12846890084654
18.765516321518678,149.08906777133666
18.97709504591156,160.7310768140133
19.18891915743426,173.07506936986064
19.40058137954559,186.13892282925514
19.61331064614041,199.93728592325016
19.827787451683584,214.48102885449862
20.04024452895611,229.77668758992127
20.250318894981053,245.82591592726908
20.457457957983205,262.62496108706006
20.662531828262033,280.1641804121253
20.864510188234913,298.42761810490003
21.060523677876006,317.3926616178996
21.24998018548754,337.029797164908
21.433649913731937,357.30248269528386
21.60810838472826,378.1671544730231
21.7706371958691,399.5733800915545
21.920055157940627,421.46416638009424
22.05202159053981,443.7764253528014
22.16321303673275,466.44159534450046
22.250090227313926,489.38640807635954
22.30897761206944,512.5337859766506
22.339846245914107,535.8038480573531
22.339846231395065,559.1149974301244
22.308977594313884,582.3850595108269
22.25009030386509,605.5324374111179
22.16321305659234,628.477250142977
22.05202164620585,651.1424201346761
21.92005515177397,673.4546791073833
21.770637094969633,695.3454653959229
21.608108429596054,716.7516910144544
21.43364972959816,737.6163627921936
21.249980158066336,757.8890483225694
21.060523768047357,777.5261838695778
20.864510187517013,796.4912273825774
20.66253183884572,814.7546650753522
20.457458087042642,832.2938844004175
20.25031865056441,849.0929295602084
20.040244495501433,865.1421578975562
19.82778730749667,880.4378166329789
19.613310983526485,894.9815595642274
19.400580992969484,908.7799226582224
19.188919050378146,921.8437761176168
18.977095012690494,934.1877686734641
18.76551582864492,945.8297777161408
18.55537505506808,956.7903765866309
18.346108049298046,967.0923280438411
18.13878057054659,976.7601107079014
17.933934673554905,985.8194832336179
17.73109801262957,994.2970891453178
17.52964341620487,1002.2201036938187
17.328786223349734,1009.6159227885262
17.128399161877702,1016.511893007772
16.92760995607688,1022.9350808826028
16.72435814803978,1028.9120790600755
16.516349138911895,1034.468846554265
16.301038634556924,1039.6305800576292
16.0756302824405,1044.4216131832566
15.836915114431724,1048.8653405127043
15.580899095736777,1052.9841634099432
15.303047018982994,1056.7994547076776
14.998460484317517,1060.3315395595116
14.661710913543788,1063.5996899647191
14.287090364305724,1066.6221306993186
13.868769643008292,1069.4160546180285
13.400900133625116,1071.9976455190579
12.877946233214574,1074.3821069821836
12.295015342053258,1076.5836957964168
11.648379895581876,1078.6157587843873
10.936088819562304,1080.4907720050485
10.15912992462096,1082.2203814739248
9.321630749760578,1083.8154446810263
8.432755605077682,1085.2860723112867
7.505031973606819,1086.6416696818562
6.555401624393653,1087.8909775058237
5.602839446368351,1089.0421116741886
4.666151510358256,1090.102601818332
3.7618368386304804,1091.079428475094
2.9025335693207945,1091.9790587270315
2.095638693069821,1092.8074802326048
1.3436585457311059,1093.5702335959818
0.6461114650918454,1094.272443054803
-0.0008102710450669868,1094.9188454874775
